(-1800, -3200, 1, 12)
(-1200, -3300, 1, 12)
(-1000, -3300, 4, 17)
(-1200, -3200, 1, 12)
(-1400, -3200, 4, 3)
(-1600, -3200, 1, 12)
(-1500, -3200, 1, 12)
(-1700, -3200, 1, 12)
(-1900, -3300, 1, 12)
(-1800, -3300, 1, 12)
(-1700, -3300, 4, 0)
(-1600, -3300, 1, 12)
(-1500, -3300, 1, 12)
(-1400, -3300, 1, 12)
(-1300, -3300, 1, 12)
(-1300, -3200, 1, 12)
(-1200, -3400, 1, 23)
(-1300, -3400, 1, 23)
(-1400, -3400, 1, 23)
(-1500, -3400, 1, 23)
(-1600, -3400, 1, 23)
(-1700, -3400, 1, 23)
(-1800, -3400, 1, 16)
(-1900, -3400, 1, 12)
(-2000, -3400, 1, 12)
(-2100, -3400, 1, 12)
(-2200, -3400, 1, 12)
(-1100, -3400, 1, 24)
(-1800, -3900, 1, 13)
(-1800, -4500, 1, 13)
(-1300, -5000, 4, 27)
(-1900, -5500, 1, 12)
(-2300, -3400, 1, 12)
(-2300, -3500, 1, 12)
(-2300, -3600, 1, 12)
(-2300, -3700, 1, 12)
(-2300, -3800, 1, 12)
(-2300, -3900, 1, 12)
(-2300, -4000, 1, 12)
(-2300, -4100, 1, 12)
(-2300, -4200, 1, 12)
(-2300, -4300, 1, 12)
(-2300, -4400, 1, 12)
(-2300, -4500, 1, 12)
(-2300, -4600, 1, 12)
(-2300, -4700, 1, 12)
(-2300, -4800, 1, 12)
(-2300, -4900, 1, 12)
(-2300, -5000, 1, 12)
(-2300, -5100, 1, 12)
(-2300, -5200, 1, 12)
(-2300, -5300, 1, 12)
(-2300, -5400, 1, 12)
(-2300, -5500, 1, 12)
(1400, -3100, 2, 8)
(1400, -3200, 2, 8)
(1500, -3100, 2, 8)
(1600, -3100, 2, 8)
(1700, -3100, 2, 8)
(1800, -3100, 2, 8)
(1900, -3100, 2, 8)
(-1800, -3500, 1, 13)
(-1800, -3600, 1, 13)
(-1800, -3700, 1, 13)
(-1800, -3800, 1, 13)
(-1800, -4000, 1, 13)
(-1800, -4100, 1, 13)
(-1800, -4200, 1, 13)
(-1800, -4300, 1, 13)
(-1800, -4400, 1, 13)
(-1800, -4600, 1, 13)
(-1800, -4700, 1, 13)
(-1800, -4800, 1, 13)
(-1800, -4900, 1, 13)
(-1800, -5000, 1, 13)
(-1800, -5100, 1, 27)
(-1800, -5200, 1, 12)
(-1800, -5300, 1, 12)
(-1800, -5400, 1, 12)
(-1800, -5500, 1, 12)
(-1700, -5100, 1, 1)
(-1500, -4700, 0, 12)
(-2200, -3600, 1, 12)
(-2100, -3600, 1, 12)
(-2100, -3500, 1, 12)
(-2000, -3500, 1, 12)
(-2200, -3500, 1, 12)
(-2000, -3600, 1, 12)
(-1900, -3500, 1, 12)
(-2200, -3900, 1, 12)
(-2100, -3900, 4, 0)
(-2100, -3800, 1, 12)
(-2000, -3800, 1, 12)
(-2000, -3700, 1, 12)
(-1900, -3600, 1, 12)
(-1900, -3700, 4, 2)
(-2000, -3900, 1, 12)
(-2200, -3800, 1, 12)
(-2200, -3700, 1, 12)
(-2100, -3700, 1, 12)
(-2000, -4000, 1, 12)
(-1900, -4000, 1, 12)
(-1900, -3900, 1, 12)
(-1900, -3800, 1, 12)
(-2200, -4000, 1, 12)
(-2200, -4100, 1, 12)
(-2200, -4200, 1, 12)
(-2200, -4300, 1, 12)
(-2200, -4400, 1, 12)
(-2100, -4100, 1, 12)
(-2100, -4000, 1, 12)
(-2100, -4200, 1, 12)
(-2100, -4300, 4, 3)
(-2100, -4400, 1, 12)
(-2100, -4500, 1, 12)
(-2100, -4600, 1, 12)
(-2100, -4700, 1, 12)
(-2200, -4600, 1, 12)
(-2200, -4700, 1, 12)
(-2200, -4500, 1, 12)
(-2100, -5500, 1, 12)
(-2100, -5400, 1, 12)
(-2100, -5300, 1, 12)
(-2100, -5200, 1, 12)
(-2000, -5400, 1, 12)
(-2000, -5500, 1, 12)
(-1900, -5400, 1, 12)
(-1900, -5300, 1, 12)
(-1900, -5200, 1, 12)
(-1900, -5100, 1, 12)
(-1900, -5000, 1, 12)
(-1900, -4900, 1, 12)
(-1900, -4800, 1, 12)
(-1900, -4700, 1, 12)
(-1900, -4600, 1, 12)
(-1900, -4500, 4, 3)
(-1900, -4400, 1, 12)
(-1900, -4300, 1, 12)
(-1900, -4200, 1, 12)
(-1900, -4100, 1, 12)
(-2000, -4100, 1, 12)
(-2000, -4200, 1, 12)
(-2000, -4300, 1, 12)
(-2000, -4400, 1, 12)
(-2000, -4500, 1, 12)
(-2000, -4600, 1, 12)
(-2000, -4700, 1, 12)
(-2000, -4800, 1, 12)
(-2000, -4900, 1, 12)
(-2100, -4900, 4, 4)
(-2100, -5000, 1, 12)
(-2200, -4900, 1, 12)
(-2200, -4800, 1, 12)
(-2100, -4800, 1, 12)
(-2100, -5100, 1, 12)
(-2000, -5100, 1, 12)
(-2000, -5200, 4, 2)
(-2000, -5000, 1, 12)
(-2200, -5000, 1, 12)
(-2200, -5100, 1, 12)
(-2200, -5200, 1, 12)
(-2200, -5300, 1, 12)
(-2200, -5400, 1, 12)
(-2200, -5500, 1, 12)
(-2000, -5300, 1, 12)
(400, -3300, 2, 22)
(400, -3400, 2, 29)
(400, -3500, 1, 1)
(500, -3300, 2, 22)
(600, -3300, 2, 22)
(700, -3300, 2, 22)
(800, -3300, 2, 22)
(800, -3400, 2, 29)
(900, -3400, 2, 29)
(800, -3500, 1, 1)
(700, -3600, 1, 12)
(600, -3600, 4, 3)
(600, -3500, 1, 1)
(600, -3400, 2, 29)
(700, -3400, 2, 29)
(700, -3500, 1, 1)
(500, -3500, 1, 1)
(500, -3400, 2, 29)
(500, -3600, 1, 12)
(400, -3600, 1, 12)
(400, -3700, 1, 12)
(500, -3700, 1, 12)
(600, -3700, 1, 12)
(700, -3700, 1, 12)
(800, -3600, 1, 12)
(900, -3600, 1, 12)
(900, -3700, 1, 12)
(900, -3300, 2, 22)
(900, -3500, 1, 1)
(1000, -3400, 2, 29)
(1000, -3300, 2, 22)
(800, -3700, 1, 12)
(800, -3800, 1, 12)
(700, -3800, 1, 12)
(700, -3900, 1, 12)
(600, -3900, 1, 12)
(600, -4000, 1, 12)
(500, -3800, 1, 12)
(400, -3800, 1, 12)
(400, -3900, 4, 2)
(400, -4000, 1, 12)
(400, -4100, 1, 12)
(400, -4200, 1, 12)
(400, -4300, 1, 12)
(400, -4400, 4, 3)
(400, -4500, 1, 12)
(400, -4600, 1, 12)
(400, -4700, 1, 12)
(400, -4800, 1, 12)
(400, -4900, 4, 3)
(400, -5000, 1, 12)
(400, -5100, 1, 12)
(400, -5200, 4, 3)
(400, -5300, 1, 12)
(400, -5400, 1, 12)
(400, -5500, 1, 12)
(600, -3800, 1, 12)
(500, -4000, 1, 12)
(500, -4100, 4, 3)
(500, -3900, 1, 12)
(800, -3900, 1, 12)
(800, -4000, 1, 12)
(700, -4000, 1, 12)
(700, -4100, 1, 12)
(700, -4200, 1, 12)
(600, -4100, 1, 12)
(600, -4200, 1, 12)
(500, -4200, 1, 12)
(500, -4300, 1, 12)
(500, -4400, 1, 12)
(600, -4400, 4, 4)
(700, -4300, 1, 12)
(700, -4400, 1, 12)
(600, -4500, 1, 12)
(600, -4300, 1, 12)
(600, -4600, 1, 12)
(700, -4500, 1, 12)
(700, -4600, 1, 12)
(600, -4700, 1, 12)
(500, -4700, 4, 3)
(500, -4600, 1, 12)
(500, -4500, 1, 12)
(600, -4800, 1, 12)
(600, -4900, 1, 12)
(700, -4900, 1, 12)
(700, -4800, 1, 12)
(700, -4700, 1, 12)
(500, -4800, 1, 12)
(500, -4900, 1, 12)
(500, -5000, 1, 12)
(500, -5100, 1, 12)
(500, -5200, 1, 12)
(500, -5300, 1, 12)
(500, -5400, 1, 12)
(500, -5500, 1, 12)
(600, -5400, 4, 3)
(600, -5300, 1, 12)
(600, -5200, 1, 12)
(600, -5100, 4, 1)
(600, -5000, 1, 12)
(700, -5000, 1, 12)
(700, -5100, 1, 12)
(700, -5200, 1, 12)
(700, -5300, 1, 12)
(700, -5400, 1, 12)
(700, -5500, 1, 12)
(600, -5500, 1, 12)
(-1700, -5200, 1, 12)
(-1600, -5200, 1, 12)
(-1600, -5300, 1, 12)
(-1600, -5400, 1, 12)
(-1700, -5400, 1, 12)
(-1700, -5300, 4, 1)
(-1700, -5500, 1, 12)
(-1600, -5500, 1, 12)
(-1500, -5500, 1, 12)
(-1400, -5500, 1, 12)
(-1400, -5400, 1, 12)
(-1200, -5400, 1, 12)
(-1200, -5300, 1, 12)
(-1100, -5300, 1, 12)
(-1100, -5200, 1, 12)
(-1200, -5200, 1, 12)
(-1300, -5300, 4, 3)
(-1400, -5300, 1, 12)
(-1500, -5300, 1, 12)
(-1300, -5200, 4, 1)
(-1400, -5200, 1, 12)
(-1500, -5200, 1, 12)
(-1500, -5400, 1, 12)
(-1300, -5400, 1, 12)
(-1100, -5400, 1, 12)
(-1000, -5400, 1, 12)
(-900, -5400, 1, 12)
(-800, -5400, 4, 4)
(-700, -5400, 1, 12)
(-600, -5400, 1, 12)
(-500, -5400, 1, 12)
(-400, -5400, 4, 3)
(-700, -5300, 1, 12)
(-1000, -5200, 1, 12)
(-900, -5200, 4, 3)
(-800, -5200, 1, 12)
(-700, -5200, 1, 12)
(-600, -5200, 1, 12)
(-500, -5200, 1, 12)
(-400, -5200, 1, 12)
(-300, -5200, 4, 4)
(-200, -5200, 1, 12)
(-100, -5200, 1, 12)
(0, -5200, 1, 12)
(100, -5200, 1, 12)
(200, -5200, 1, 12)
(300, -5200, 1, 12)
(300, -5300, 1, 12)
(200, -5300, 1, 12)
(100, -5300, 1, 12)
(0, -5300, 4, 3)
(-100, -5300, 1, 12)
(-200, -5300, 1, 12)
(-300, -5300, 1, 12)
(-400, -5300, 1, 12)
(-500, -5300, 1, 12)
(-600, -5300, 1, 12)
(-300, -5400, 1, 12)
(-100, -5400, 1, 12)
(0, -5400, 1, 12)
(100, -5400, 1, 12)
(200, -5400, 1, 12)
(300, -5400, 1, 12)
(-200, -5400, 1, 12)
(-800, -5300, 1, 12)
(-900, -5300, 1, 12)
(-1000, -5300, 1, 12)
(-1300, -5500, 1, 12)
(-1200, -5500, 1, 12)
(-1100, -5500, 1, 12)
(-1000, -5500, 1, 12)
(-900, -5500, 1, 12)
(-800, -5500, 1, 12)
(-700, -5500, 1, 12)
(-600, -5500, 1, 12)
(-500, -5500, 1, 12)
(-400, -5500, 1, 12)
(-300, -5500, 1, 12)
(-200, -5500, 1, 12)
(-100, -5500, 1, 12)
(0, -5500, 1, 12)
(100, -5500, 1, 12)
(200, -5500, 1, 12)
(300, -5500, 1, 12)
(-1600, -5100, 1, 1)
(-1500, -5100, 1, 1)
(-1400, -5100, 1, 1)
(-1300, -5100, 1, 1)
(-1200, -5100, 1, 1)
(-1100, -5100, 1, 1)
(-1000, -5100, 1, 1)
